chromosome,start,end,name,strand,gene
11,4091479,4095445,ENSMUST00000004868.5,-,Mtfp1
11,4097038,4118831,ENSMUST00000003681.7,-,Sec14l2
11,4135201,4141172,ENSMUST00000003677.9,+,Rnf215
11,4139363,4139446,ENSMUST00000175339.1,+,Mir3060
11,4141122,4160291,ENSMUST00000093381.9,-,Ccdc157
11,4141122,4160293,ENSMUST00000101626.7,-,Ccdc157
11,4160349,4182541,ENSMUST00000002198.3,+,Sf3a1
11,4186788,4215505,ENSMUST00000041042.11,+,Tbc1d10a
11,4186821,4215502,ENSMUST00000180088.1,+,Tbc1d10a
11,4218224,4222409,ENSMUST00000020699.3,+,Gatsl3
11,4236419,4241026,ENSMUST00000075221.2,+,Osm
11,4257556,4272514,ENSMUST00000066283.10,+,Lif
11,4267094,4272514,ENSMUST00000040750.3,+,Lif
11,4274088,4281931,ENSMUST00000148655.1,+,Gm11959
11,4285459,4286939,ENSMUST00000127224.1,+,Gm11958
11,4324148,4324255,ENSMUST00000083693.1,-,Gm24803
11,4345813,4440745,ENSMUST00000109948.6,-,Hormad2
11,4346382,4441082,ENSMUST00000109949.6,-,Hormad2
11,4480867,4594815,ENSMUST00000109943.8,-,Mtmr3
11,4480874,4546268,ENSMUST00000040448.11,-,Mtmr3
11,4620066,4621698,ENSMUST00000109941.1,+,Gm11032
11,4620274,4627766,ENSMUST00000135775.6,-,Gm11961
11,4625375,4630011,ENSMUST00000141157.1,-,Gm11961
11,4637746,4683385,ENSMUST00000070257.12,+,Ascc2
11,4637746,4685699,ENSMUST00000109930.2,+,Ascc2
11,4701972,4704342,ENSMUST00000058407.5,-,Uqcr10
11,4704677,4737669,ENSMUST00000009220.4,+,Zmat5
11,4736891,4746778,ENSMUST00000009219.2,-,Cabp7
11,4765844,4849536,ENSMUST00000109910.7,-,Nf2
11,4767664,4848985,ENSMUST00000056290.11,-,Nf2
11,4772333,4849365,ENSMUST00000053079.11,-,Nf2
11,4873950,4894200,ENSMUST00000038570.7,+,Nipsnap1
11,4891344,4891402,ENSMUST00000183479.1,+,Mir6918
11,4895319,4928867,ENSMUST00000101615.7,+,Thoc5
11,4895342,4928865,ENSMUST00000038237.6,+,Thoc5
11,4938753,4948064,ENSMUST00000093369.4,-,Nefh
11,4986823,5042729,ENSMUST00000109897.6,+,Ap1b1
11,4986823,5042791,ENSMUST00000009234.14,+,Ap1b1
11,5009529,5042729,ENSMUST00000101613.2,+,Ap1b1
11,5038203,5038307,ENSMUST00000197692.1,+,AL645522.1
11,5038210,5038307,ENSMUST00000158009.1,+,Gm24958
11,5055377,5065300,ENSMUST00000037146.8,-,Gas2l1
11,5058127,5060385,ENSMUST00000037218.1,+,Rasl10a
11,5060371,5065327,ENSMUST00000056649.11,-,Gas2l1
11,5060380,5065277,ENSMUST00000109895.1,-,Gas2l1
11,5069688,5099266,ENSMUST00000079949.11,-,Ewsr1
11,5069697,5099067,ENSMUST00000073308.9,-,Ewsr1
11,5069896,5099042,ENSMUST00000102930.8,-,Ewsr1
11,5080417,5099066,ENSMUST00000093365.10,-,Ewsr1
11,5090458,5099096,ENSMUST00000063232.6,-,Ewsr1
11,5098925,5106091,ENSMUST00000101610.8,+,Rhbdd3
11,5099438,5106091,ENSMUST00000036320.10,+,Rhbdd3
11,5100156,5106091,ENSMUST00000109878.7,+,Rhbdd3
11,5106264,5152257,ENSMUST00000062821.11,-,Emid1
11,5106265,5152240,ENSMUST00000163299.6,-,Emid1
11,5191551,5261558,ENSMUST00000020662.13,-,Kremen1
11,5251849,5251956,ENSMUST00000082698.1,+,Gm25142
11,5276323,5444847,ENSMUST00000109867.6,-,Znrf3
11,5278601,5381740,ENSMUST00000172492.6,-,Znrf3
11,5288796,5444847,ENSMUST00000143746.2,-,Znrf3
11,5498839,5505699,ENSMUST00000149826.1,+,Gm11963
11,5520658,5525893,ENSMUST00000063084.14,+,Xbp1
11,5521662,5524943,ENSMUST00000149623.6,+,Xbp1
11,5528886,5542187,ENSMUST00000020776.4,-,Ccdc117
11,5560605,5560735,ENSMUST00000104116.1,-,Gm22471
11,5569683,5689337,ENSMUST00000109856.6,+,Ankrd36
11,5569696,5584283,ENSMUST00000109855.6,+,Ankrd36
11,5703982,5707687,ENSMUST00000154330.1,-,Mrps24
11,5713416,5741150,ENSMUST00000093362.10,-,Urgcp
11,5713416,5762376,ENSMUST00000053427.9,-,Urgcp
11,5713416,5762376,ENSMUST00000170116.6,-,Urgcp
11,5714970,5762371,ENSMUST00000120306.6,-,Urgcp
11,5714986,5762376,ENSMUST00000118076.6,-,Urgcp
11,5788487,5800629,ENSMUST00000109845.6,+,Dbnl
11,5788521,5800288,ENSMUST00000020769.12,+,Dbnl
11,5788529,5800962,ENSMUST00000102928.4,+,Dbnl
11,5801639,5803733,ENSMUST00000020768.3,-,Pgam2
11,5827859,5837789,ENSMUST00000109837.6,-,Polm
11,5827860,5838016,ENSMUST00000020767.3,-,Polm
11,5861946,5872088,ENSMUST00000102923.8,+,Aebp1
11,5867601,5872088,ENSMUST00000109829.1,+,Aebp1
11,5872179,5878292,ENSMUST00000102922.8,-,Pold2
11,5896636,5898782,ENSMUST00000102921.3,-,Myl7
11,5900819,5915124,ENSMUST00000109822.6,-,Gck
11,5900819,5915124,ENSMUST00000109823.7,-,Gck
11,5900822,5950081,ENSMUST00000102920.3,-,Gck
11,5915314,5916731,ENSMUST00000135132.1,+,Gm11967
11,5955692,5967780,ENSMUST00000002818.8,+,Ykt6
11,5969643,6065748,ENSMUST00000109813.7,-,Camk2b
11,5969671,6065563,ENSMUST00000109815.7,-,Camk2b
11,5969671,6065748,ENSMUST00000090443.8,-,Camk2b
11,5971567,6065563,ENSMUST00000109812.7,-,Camk2b
11,5971668,6065582,ENSMUST00000093355.10,-,Camk2b
11,5971671,6065545,ENSMUST00000066431.12,-,Camk2b
11,5971671,6065742,ENSMUST00000002817.10,-,Camk2b
11,5971679,6065612,ENSMUST00000019133.9,-,Camk2b
11,5971734,6065538,ENSMUST00000101585.8,-,Camk2b
11,5972216,6065570,ENSMUST00000101586.2,-,Camk2b
11,6105690,6200415,ENSMUST00000066496.8,-,Nudcd3
11,6200028,6201643,ENSMUST00000181545.1,+,A730071L15Rik
11,6211012,6230143,ENSMUST00000004505.2,-,Npc1l1
11,6258918,6267772,ENSMUST00000004507.9,-,Ddx56
11,6270368,6274870,ENSMUST00000004508.11,-,Tmed4
11,6273310,6273424,ENSMUST00000104336.1,+,n-R5s67
11,6291632,6356642,ENSMUST00000003461.13,+,Ogdh
11,6291665,6356578,ENSMUST00000101554.7,+,Ogdh
11,6291667,6356592,ENSMUST00000093350.8,+,Ogdh
11,6292604,6356592,ENSMUST00000081894.4,+,Ogdh
11,6389073,6406158,ENSMUST00000109787.6,+,Zmiz2
11,6389363,6406158,ENSMUST00000012612.9,+,Zmiz2
11,6389470,6406158,ENSMUST00000109786.6,+,Zmiz2
11,6395187,6406074,ENSMUST00000102914.8,+,Zmiz2
11,6395604,6405930,ENSMUST00000109785.1,+,Zmiz2
11,6401629,6401693,ENSMUST00000184154.1,+,Mir7651
11,6415442,6419817,ENSMUST00000132846.1,+,Ppia
11,6427228,6444443,ENSMUST00000109737.7,-,H2afv
11,6428137,6444352,ENSMUST00000093346.5,-,H2afv
11,6467598,6475917,ENSMUST00000179343.2,-,Purb
11,6472224,6472277,ENSMUST00000175144.1,-,Gm22123
11,6475464,6493535,ENSMUST00000155498.6,+,Gm11973
11,6506547,6520958,ENSMUST00000003459.3,-,Myo1g
11,6527898,6528746,ENSMUST00000134527.1,-,Gm11974
11,6528032,6528165,ENSMUST00000082579.1,-,Gm22457
11,6546146,6546235,ENSMUST00000158063.1,-,Gm24000
11,6546886,6596744,ENSMUST00000000388.13,+,Ccm2
11,6560182,6596734,ENSMUST00000109722.7,+,Ccm2
11,6561229,6596742,ENSMUST00000109721.2,+,Ccm2
11,6597822,6606053,ENSMUST00000045713.3,-,Nacad
11,6615598,6626067,ENSMUST00000189268.5,-,Tbrg4
11,6616422,6626043,ENSMUST00000000394.12,-,Tbrg4
11,6619807,6619940,ENSMUST00000082561.1,-,Gm24313
11,6620318,6620454,ENSMUST00000083752.1,-,Snora5c
11,6635481,6638637,ENSMUST00000102910.3,-,Wap
11,6658520,6677475,ENSMUST00000045374.7,+,Ramp3
11,6716000,6720037,ENSMUST00000139769.1,-,Gm11981
11,6836807,6837125,ENSMUST00000184940.1,-,Gm11983
11,7063488,7178506,ENSMUST00000020706.4,+,Adcy1
11,7183152,7186290,ENSMUST00000122910.1,-,Gm11985
11,7197781,7202546,ENSMUST00000020704.7,+,Igfbp1
11,7206085,7213897,ENSMUST00000020702.9,-,Igfbp3
11,7207685,7213923,ENSMUST00000135887.2,-,Igfbp3
11,7270350,7290374,ENSMUST00000149481.1,-,Gm11986
11,7886443,7886505,ENSMUST00000157263.2,-,Gm27393
11,8004941,8005016,ENSMUST00000158622.1,-,Gm24051
11,8431651,8664535,ENSMUST00000020695.11,-,Tns3
11,8826774,8950539,ENSMUST00000178195.1,-,Pkd1l1
11,8993136,9011191,ENSMUST00000020683.8,-,Hus1
11,9016053,9039589,ENSMUST00000043377.5,-,Sun3
11,9016053,9048991,ENSMUST00000102909.6,-,Sun3
11,9048593,9069356,ENSMUST00000043285.4,+,Gm11992
11,9118102,9136164,ENSMUST00000020677.6,+,Upp1
11,9118106,9136170,ENSMUST00000101525.7,+,Upp1
11,9118506,9136167,ENSMUST00000164791.6,+,Upp1
11,9191941,9684259,ENSMUST00000042740.11,+,Abca13
11,9705260,9705623,ENSMUST00000195362.1,-,Gm36954
11,11114222,11263526,ENSMUST00000109681.6,+,Vwc2
11,11115850,11266638,ENSMUST00000056344.4,+,Vwc2
11,11140513,11140643,ENSMUST00000158236.1,+,Gm23065
11,11279625,11462408,ENSMUST00000020413.3,-,Zpbp
11,11427384,11427512,ENSMUST00000082832.1,-,Gm26458
11,11489265,11515190,ENSMUST00000109678.2,+,4930415F15Rik
11,11557420,11579460,ENSMUST00000146304.1,+,Gm11998
11,11589222,11627824,ENSMUST00000081896.4,-,4930512M02Rik
11,11642202,11685400,ENSMUST00000145789.1,-,Gm11999
11,11685924,11772112,ENSMUST00000065433.10,+,Ikzf1
11,11686212,11772926,ENSMUST00000076700.9,+,Ikzf1
11,11686228,11761424,ENSMUST00000048122.11,+,Ikzf1
11,11686444,11769798,ENSMUST00000018798.6,+,Ikzf1
11,11695132,11696439,ENSMUST00000132007.1,-,Gm12000
11,11800287,11808959,ENSMUST00000047689.9,-,Fignl1
11,11800287,11808962,ENSMUST00000171080.6,-,Fignl1
11,11800287,11808962,ENSMUST00000171938.1,-,Fignl1
11,11800551,11808932,ENSMUST00000109664.1,-,Fignl1
11,11814100,11898044,ENSMUST00000066237.8,-,Ddc
11,11814100,11898144,ENSMUST00000178704.6,-,Ddc
11,11814102,11890408,ENSMUST00000109659.7,-,Ddc
11,11868122,11885321,ENSMUST00000151032.1,+,1700042O10Rik
11,11913620,11913748,ENSMUST00000157365.2,-,Gm25058
11,11930507,12027971,ENSMUST00000109654.6,-,Grb10
11,11930507,12037401,ENSMUST00000093321.10,-,Grb10
11,11933093,11970642,ENSMUST00000109653.6,-,Grb10
11,12054147,12054303,ENSMUST00000082868.1,-,Gm24036
11,12236607,12464804,ENSMUST00000172919.6,-,Cobl
11,12236675,12464859,ENSMUST00000109650.6,-,Cobl
11,12236675,12464957,ENSMUST00000046755.12,-,Cobl
11,12236677,12412144,ENSMUST00000174874.6,-,Cobl
11,12236677,12464960,ENSMUST00000109651.7,-,Cobl
11,12314513,12337130,ENSMUST00000153794.7,+,Gm12002
11,12322274,12351028,ENSMUST00000174550.1,+,Gm12002
11,12676932,12677073,ENSMUST00000158409.1,+,Gm22156
11,12692812,12692942,ENSMUST00000157884.1,+,Gm22789
11,14072102,14179041,ENSMUST00000126260.1,-,4930554G24Rik
11,14560354,14599225,ENSMUST00000139973.1,-,1700046C09Rik
11,15412299,15412406,ENSMUST00000082812.1,+,Gm24707
11,15452421,15452551,ENSMUST00000158734.1,+,Gm25490
11,16037792,16038428,ENSMUST00000193500.1,+,Gm37319
11,16257723,16284186,ENSMUST00000109645.7,+,Vstm2a
11,16257802,16427310,ENSMUST00000109647.2,+,Vstm2a
11,16500529,16508484,ENSMUST00000109643.6,-,Sec61g
11,16501386,16508166,ENSMUST00000109642.6,-,Sec61g
11,16501637,16508484,ENSMUST00000166950.6,-,Sec61g
11,16501637,16508484,ENSMUST00000178855.6,-,Sec61g
11,16501650,16508069,ENSMUST00000109641.1,-,Sec61g
11,16645437,16645538,ENSMUST00000102382.1,-,Gm24714
11,16732604,16732711,ENSMUST00000082897.1,-,Gm25698
11,16752202,16887923,ENSMUST00000102884.8,+,Egfr
11,16752210,16918158,ENSMUST00000020329.11,+,Egfr
11,16815430,16830702,ENSMUST00000150329.1,-,Egfros
11,16935153,16951099,ENSMUST00000130392.6,-,Eldr
11,16951374,16954447,ENSMUST00000109635.1,+,Fbxo48
11,16951409,16954772,ENSMUST00000061327.1,+,Fbxo48
11,16971205,17008702,ENSMUST00000102881.8,-,Plek
11,16971463,17052381,ENSMUST00000020321.11,-,Plek
11,17051817,17079371,ENSMUST00000058159.5,+,Cnrip1
11,17159262,17200375,ENSMUST00000102880.4,+,Ppp3r1
11,17203197,17211568,ENSMUST00000020317.7,-,Pno1
11,17211917,17233796,ENSMUST00000046955.6,+,Wdr92
11,17257593,17269176,ENSMUST00000000594.7,+,C1d
11,17548285,17548609,ENSMUST00000157208.1,+,Gm23959
11,17938755,17953875,ENSMUST00000076661.6,-,Etaa1
11,17953969,17959578,ENSMUST00000140161.1,+,Etaa1os
11,17954003,17955098,ENSMUST00000148496.1,+,Etaa1os
11,18095985,18103384,ENSMUST00000150694.1,+,Gm12018
11,18436241,18436836,ENSMUST00000193385.1,+,Gm37869
11,18467478,18493255,ENSMUST00000143311.1,-,Gm12022
11,18595247,18710222,ENSMUST00000145182.1,-,Gm12023
11,18738694,18738796,ENSMUST00000083450.1,+,Gm23093
11,18752557,18756738,ENSMUST00000190769.1,-,Gm28401
11,18802253,18802422,ENSMUST00000158765.1,-,Gm23021
11,18845850,18872155,ENSMUST00000128654.1,-,8430419K02Rik
11,18879816,19018985,ENSMUST00000144988.6,-,Meis1
11,18880427,19018969,ENSMUST00000185131.6,-,Meis1
11,18880661,19018958,ENSMUST00000068264.12,-,Meis1
11,18880674,19018714,ENSMUST00000177417.6,-,Meis1
11,18884622,18887791,ENSMUST00000194952.1,-,Gm37818
11,18888260,18889840,ENSMUST00000195805.1,-,2900018N21Rik
11,19005606,19006473,ENSMUST00000193315.1,-,2610001A08Rik
11,19009127,19011183,ENSMUST00000117191.1,+,Gm16140
11,19013816,19015154,ENSMUST00000152073.1,+,Gm16141
11,19065275,19075740,ENSMUST00000144854.1,+,4933406G16Rik
11,19116578,19117434,ENSMUST00000193150.1,-,Gm37439
11,19626760,19628061,ENSMUST00000146531.1,-,Gm12027
11,19693154,19693298,ENSMUST00000158585.1,-,Gm23386
11,19924374,20024026,ENSMUST00000093299.11,+,Spred2
11,19924441,20022577,ENSMUST00000093298.10,+,Spred2
11,20062303,20112913,ENSMUST00000000137.7,-,Actr2
11,20145566,20146344,ENSMUST00000156150.1,-,Gm12031
11,20194632,20194735,ENSMUST00000122493.1,-,Gm26253
11,20201431,20226856,ENSMUST00000020358.10,+,Rab1
11,20201434,20226850,ENSMUST00000109602.6,+,Rab1
11,20201438,20225464,ENSMUST00000109601.6,+,Rab1
11,20201601,20226856,ENSMUST00000163483.1,+,Rab1
11,20227036,20249418,ENSMUST00000050611.12,-,Cep68
11,20238385,20249418,ENSMUST00000109596.6,-,Cep68
11,20238386,20249429,ENSMUST00000162811.1,-,Cep68
11,20302179,20332713,ENSMUST00000109594.6,-,Slc1a4
11,20302204,20332684,ENSMUST00000004634.6,-,Slc1a4
11,20543333,20653021,ENSMUST00000093292.9,+,Sertad2
11,20631978,20653021,ENSMUST00000109586.2,+,Sertad2
11,20685083,20727607,ENSMUST00000146722.7,-,Aftph
11,20685083,20741589,ENSMUST00000035350.10,-,Aftph
11,20685741,20741455,ENSMUST00000177543.6,-,Aftph
11,20823575,20831056,ENSMUST00000047028.8,-,Lgalsl
11,20831480,20831919,ENSMUST00000123160.1,-,Gm12037
11,20847752,20847881,ENSMUST00000082737.1,-,Gm22807
11,20937575,20937701,ENSMUST00000178821.1,-,Gm23681
11,21091290,21150323,ENSMUST00000093290.10,+,Peli1
11,21135468,21150323,ENSMUST00000101477.1,+,Peli1
11,21197707,21197976,ENSMUST00000157598.1,-,Gm22600
11,21239280,21321122,ENSMUST00000109578.6,+,Vps54
11,21239280,21321136,ENSMUST00000006221.12,+,Vps54
11,21249421,21249560,ENSMUST00000158530.1,-,Gm23582
11,21321137,21370477,ENSMUST00000102875.9,-,Ugp2
11,21321672,21371201,ENSMUST00000060895.5,-,Ugp2
11,21344587,21344675,ENSMUST00000158930.1,-,Mir1933
11,21370399,21374161,ENSMUST00000131570.1,+,Gm12043
11,21494729,21511178,ENSMUST00000152483.1,-,4932414J04Rik
11,21556786,21572193,ENSMUST00000102874.9,-,Mdh1
11,21564560,21564649,ENSMUST00000175427.1,-,Gm22990
11,21572234,21898989,ENSMUST00000020568.8,+,Wdpcp
11,21994763,22001615,ENSMUST00000006071.12,-,Otx1
11,22005827,22285838,ENSMUST00000045167.9,-,Ehbp1
11,22005827,22286795,ENSMUST00000109563.7,-,Ehbp1
11,22005827,22286795,ENSMUST00000180360.6,-,Ehbp1
11,22438820,22439775,ENSMUST00000127483.1,-,Gm12050
11,22483607,22491363,ENSMUST00000147771.1,+,Gm12051
11,22512087,22519234,ENSMUST00000059319.7,+,Tmem17
11,22600334,22610879,ENSMUST00000180581.1,-,Gm26829
11,22617407,22618487,ENSMUST00000142151.1,+,Gm12052
11,22729896,22732986,ENSMUST00000143643.1,-,Gm12055
11,22734037,22737937,ENSMUST00000148364.1,+,Gm12056
11,22759737,22859545,ENSMUST00000189990.1,-,Gm12057
11,22834743,22982090,ENSMUST00000160826.1,-,Gm28048
11,22834746,22860101,ENSMUST00000062844.10,-,B3gnt2
11,22834864,22860488,ENSMUST00000055549.3,-,B3gnt2
11,22839298,22842604,ENSMUST00000174690.1,+,Gm20456
11,22846867,22846969,ENSMUST00000104433.1,+,Gm23772
11,22858930,22861264,ENSMUST00000174568.1,+,9130230N09Rik
11,22868900,22869004,ENSMUST00000083935.1,+,Gm24917
11,22896135,22982382,ENSMUST00000159081.6,-,Commd1
11,22899763,22978996,ENSMUST00000057843.10,-,Commd1
11,22973214,22976496,ENSMUST00000049506.6,+,Zrsr1
11,22990518,23003780,ENSMUST00000173867.6,+,Cct4
11,22990649,23003151,ENSMUST00000020562.4,+,Cct4
11,23008346,23023724,ENSMUST00000172602.6,+,Fam161a
11,23008464,23023741,ENSMUST00000109557.7,+,Fam161a
11,23013386,23023731,ENSMUST00000058269.8,+,Fam161a
11,23063132,23063232,ENSMUST00000157385.1,-,Gm23740
11,23067997,23075574,ENSMUST00000128996.1,+,Gm12059
11,23152139,23166375,ENSMUST00000141678.1,+,1700061J23Rik
11,23172797,23172906,ENSMUST00000157870.1,-,Gm24398
11,23256040,23297597,ENSMUST00000020538.11,+,Xpo1
11,23256040,23297597,ENSMUST00000109551.6,+,Xpo1
11,23256054,23296233,ENSMUST00000102870.6,+,Xpo1
11,23256077,23298249,ENSMUST00000102869.6,+,Xpo1
11,23306894,23490560,ENSMUST00000180046.6,+,Usp34
11,23479560,23479667,ENSMUST00000083657.1,-,Gm22753
11,23487881,23497930,ENSMUST00000109539.6,-,Ahsa2
11,23488546,23498030,ENSMUST00000020529.11,-,Ahsa2
11,23497748,23497839,ENSMUST00000197943.1,-,AL672049.1
11,23497782,23499192,ENSMUST00000101462.4,+,1700030C12Rik
11,23516202,23519223,ENSMUST00000020527.10,-,1700093K21Rik
11,23516202,23519942,ENSMUST00000169264.6,-,1700093K21Rik
11,23558057,23558842,ENSMUST00000125204.1,-,Gm12060
11,23573250,23629027,ENSMUST00000043356.11,-,0610010F05Rik
11,23573787,23633631,ENSMUST00000180260.6,-,0610010F05Rik
11,23573787,23633639,ENSMUST00000109532.7,-,0610010F05Rik
11,23573902,23629027,ENSMUST00000093267.9,-,0610010F05Rik
11,23626744,23626861,ENSMUST00000158478.1,-,Gm23114
11,23646478,23665959,ENSMUST00000020523.3,-,Pex13
11,23665673,23732876,ENSMUST00000109525.6,+,Pus10
11,23665696,23731525,ENSMUST00000020520.9,+,Pus10
11,23666006,23732876,ENSMUST00000058163.9,+,Pus10
11,23736846,23770970,ENSMUST00000102864.4,-,Rel
11,23776902,23777047,ENSMUST00000157116.1,-,Gm23827
11,23862645,23895253,ENSMUST00000020513.8,-,Papolg
11,23870055,23895236,ENSMUST00000102863.2,-,Papolg
11,23894559,23895488,ENSMUST00000151881.1,+,Gm12061
11,24014654,24014759,ENSMUST00000199670.1,+,AL662810.1
11,24048954,24075054,ENSMUST00000068360.1,-,A830031A19Rik
11,24076558,24077367,ENSMUST00000148087.1,+,Gm12063
11,24078055,24173194,ENSMUST00000000881.11,+,Bcl11a
11,24078116,24174123,ENSMUST00000109516.6,+,Bcl11a
11,24078172,24168429,ENSMUST00000109514.6,+,Bcl11a
11,24080669,24173558,ENSMUST00000118955.1,+,Bcl11a
11,24099687,24115405,ENSMUST00000133819.1,-,Gm12064
11,24160527,24172824,ENSMUST00000131383.1,-,4930538E20Rik
11,24166872,24172781,ENSMUST00000146717.1,-,4930538E20Rik
11,24198736,24202624,ENSMUST00000149592.1,-,Gm12065
11,24201417,24217601,ENSMUST00000123592.1,+,Gm12066
11,24426245,24722646,ENSMUST00000153153.1,+,Gm12068
11,24481908,24569952,ENSMUST00000152726.1,+,4933430M04Rik
11,24553985,24554058,ENSMUST00000157877.1,-,Gm22787
11,24679567,24679711,ENSMUST00000116981.1,-,Gm25507
11,24721005,24730722,ENSMUST00000101450.2,-,Gm10466
11,24903982,24926058,ENSMUST00000126063.6,-,Gm12665
11,25238587,25238715,ENSMUST00000104481.1,-,Gm24255
11,25301262,25322786,ENSMUST00000145127.1,+,Gm12069
11,25326106,25367137,ENSMUST00000125234.6,+,4933427E13Rik
11,25329956,25358187,ENSMUST00000044347.10,+,4933427E13Rik
11,25619086,26210572,ENSMUST00000109511.6,-,5730522E02Rik
11,25647914,25769141,ENSMUST00000179180.1,-,5730522E02Rik
11,25685139,25685269,ENSMUST00000082827.1,+,Gm23514
11,26202239,26202348,ENSMUST00000185114.1,+,Mir6372
11,26337539,26337703,ENSMUST00000083955.1,-,Gm22868
11,26386134,26471876,ENSMUST00000004120.7,+,Fancl
11,26387201,26471421,ENSMUST00000109509.6,+,Fancl
11,26471321,26591729,ENSMUST00000109504.6,-,Vrk2
11,26471403,26593920,ENSMUST00000078362.11,-,Vrk2
11,26593240,26593862,ENSMUST00000089614.4,+,Gm6899
11,27085125,27085207,ENSMUST00000122639.1,+,n-R5s68
11,27087016,27087135,ENSMUST00000158029.1,-,Gm24850
11,27318846,27318978,ENSMUST00000157813.1,-,Gm25387
11,28339103,28339867,ENSMUST00000042595.6,-,Gm6685
11,28360361,28364339,ENSMUST00000152849.1,+,Gm12081
11,28385684,28584296,ENSMUST00000093253.8,-,Ccdc85a
11,28385691,28584296,ENSMUST00000109502.7,-,Ccdc85a
11,28385691,28584324,ENSMUST00000042534.13,-,Ccdc85a
11,28387151,28583995,ENSMUST00000146385.7,-,Ccdc85a
11,28681563,28693276,ENSMUST00000146554.1,+,2810471M01Rik
11,28746190,28746276,ENSMUST00000102363.1,+,Mir216b
11,28746197,28746266,ENSMUST00000196334.1,-,mmu-mir-216c
11,28751632,28815767,ENSMUST00000138164.1,+,Gm12082
11,28757011,28757083,ENSMUST00000083605.1,+,Mir216a
11,28763727,28763835,ENSMUST00000083481.1,+,Mir217
11,28853203,28926743,ENSMUST00000020759.10,+,Efemp1
11,29130747,29161828,ENSMUST00000020756.8,+,Pnpt1
11,29170908,29173558,ENSMUST00000129876.1,-,A630052C17Rik
11,29172889,29209641,ENSMUST00000102856.7,+,Smek2
11,29172889,29220797,ENSMUST00000020755.10,+,Smek2
11,29221531,29247409,ENSMUST00000020754.8,-,Cfap36
11,29334933,29335059,ENSMUST00000116867.1,+,Gm23109
11,29373657,29510808,ENSMUST00000040182.11,+,Ccdc88a
11,29373776,29423411,ENSMUST00000109477.1,+,Ccdc88a
11,29511756,29515031,ENSMUST00000133103.1,-,Prorsd1
11,29512875,29515033,ENSMUST00000039900.3,-,Prorsd1
11,29515085,29517355,ENSMUST00000138402.1,+,Gm12089
11,29526447,29545279,ENSMUST00000020749.11,+,Mtif2
11,29526456,29545248,ENSMUST00000093239.9,+,Mtif2
11,29545845,29547860,ENSMUST00000102844.3,-,Rps27a
11,29545845,29548109,ENSMUST00000102845.9,-,Rps27a
11,29547949,29578367,ENSMUST00000020753.3,+,Clhc1
11,29595786,29597700,ENSMUST00000137364.1,+,Gm12088
11,29612323,29645509,ENSMUST00000125194.1,-,Gm12092
11,29692946,29742916,ENSMUST00000102842.8,+,Rtn4
11,29692946,29742916,ENSMUST00000102843.8,+,Rtn4
11,29692946,29744331,ENSMUST00000078830.9,+,Rtn4
11,29692947,29742111,ENSMUST00000170731.6,+,Rtn4
11,29693773,29742916,ENSMUST00000102841.6,+,Rtn4
11,29718562,29742916,ENSMUST00000060992.5,+,Rtn4
11,29743047,30026033,ENSMUST00000058902.5,-,Eml6
11,29822394,29825668,ENSMUST00000104962.1,-,4931440F15Rik
11,29849460,29849600,ENSMUST00000157510.1,+,Gm22588
11,30099394,30268169,ENSMUST00000006629.12,-,Sptbn1
11,30099395,30219772,ENSMUST00000011877.11,-,Sptbn1
11,30106393,30108120,ENSMUST00000186216.1,+,Gm29237
11,30106784,30198257,ENSMUST00000102838.8,-,Sptbn1
11,30267463,30280491,ENSMUST00000146985.1,+,Gm8098
11,30426005,30471808,ENSMUST00000041763.12,-,4930505A04Rik
11,30505990,30649587,ENSMUST00000074613.3,-,Acyp2
11,30750831,30756147,ENSMUST00000150255.1,+,Gm12100
11,30771725,30880361,ENSMUST00000041231.12,+,Psme4
